"","sample_name","metric","value"
"2568","G18581018","contigs",27
"2569","G18581018","N50",427330
"2570","G18581018","total_length",6262052
"2571","G18581022","contamination_status",0
"2572","G18581022","percentage_contamination",0
"2573","G18581022","contigs",56
"2574","G18581022","N50",323472
"2575","G18581022","total_length",6654014
"2576","G18581024","contamination_status",0
"2577","G18581024","percentage_contamination",0
"2578","G18581024","contigs",54
"2579","G18581024","N50",323472
"2580","G18581024","total_length",6806024
"2581","G18581030","contamination_status",0
"2582","G18581030","percentage_contamination",0
"2583","G18581030","contigs",35
"2584","G18581030","N50",442305
"2585","G18581030","total_length",7012025
"2586","G18581072","contamination_status",0
"2587","G18581072","percentage_contamination",0
"2588","G18581072","contigs",58
"2589","G18581072","N50",328363
"2590","G18581072","total_length",6646433
"2591","G18581073","contamination_status",1
"2592","G18581073","percentage_contamination",19.99
"2593","G18581073","contigs",95
"2594","G18581073","N50",297238
"2595","G18581073","total_length",10695113
"2596","G18581074","contamination_status",0
"2597","G18581074","percentage_contamination",0
"2598","G18581074","contigs",55
"2599","G18581074","N50",281204
"2600","G18581074","total_length",6862940
"2601","G18581076","contamination_status",0
"2602","G18581076","percentage_contamination",0
"2603","G18581076","contigs",45
"2604","G18581076","N50",410993
"2605","G18581076","total_length",6720569
"2606","G18581077","contamination_status",0
"2607","G18581077","percentage_contamination",0
"2608","G18581077","contigs",48
"2609","G18581077","N50",380863
"2610","G18581077","total_length",6640175
"2611","G18581078","contamination_status",0
"2612","G18581078","percentage_contamination",0
"2613","G18581078","contigs",69
"2614","G18581078","N50",208826
"2615","G18581078","total_length",6812222
"2616","G18581081","contamination_status",0
"2617","G18581081","percentage_contamination",0
"2618","G18581081","contigs",38
"2619","G18581081","N50",430180
"2620","G18581081","total_length",6529080
"2621","G18581082","contamination_status",0
"2622","G18581082","percentage_contamination",0
"2623","G18581082","contigs",42
"2624","G18581082","N50",326700
"2625","G18581082","total_length",6758264
"2626","G18581083","contamination_status",0
"2627","G18581083","percentage_contamination",0
"2628","G18581083","contigs",44
"2629","G18581083","N50",359148
"2630","G18581083","total_length",6759943
"2631","G18581084","contamination_status",0
"2632","G18581084","percentage_contamination",0
"2633","G18581084","contigs",31
"2634","G18581084","N50",442274
"2635","G18581084","total_length",7015235
"2636","G18581085","contamination_status",0
"2637","G18581085","percentage_contamination",0
"2638","G18581085","contigs",35
"2639","G18581085","N50",418852
"2640","G18581085","total_length",6746338
"2641","G18600057","contamination_status",0
"2642","G18600057","percentage_contamination",0
"2643","G18600057","contigs",25
"2644","G18600057","N50",510019
"2645","G18600057","total_length",6222531
"2646","G18754298","contamination_status",0
"2647","G18754298","percentage_contamination",0
"2648","G18754298","contigs",61
"2649","G18754298","N50",341267
"2650","G18754298","total_length",7196667
"2651","G18754299","contamination_status",0
"2652","G18754299","percentage_contamination",0
"2653","G18754299","contigs",52
"2654","G18754299","N50",282483
"2655","G18754299","total_length",6923496
"2656","G18754300","contamination_status",0
"2657","G18754300","percentage_contamination",0
"2658","G18754300","contigs",108
"2659","G18754300","N50",222624
"2660","G18754300","total_length",7038598
"2661","G18754301","contamination_status",0
"2662","G18754301","percentage_contamination",0
"2663","G18754301","contigs",70
"2664","G18754301","N50",322518
"2665","G18754301","total_length",7638018
"2666","G18754302","contamination_status",0
"2667","G18754302","percentage_contamination",0
"2668","G18754302","contigs",54
"2669","G18754302","N50",235420
"2670","G18754302","total_length",6858703
"2671","G18754303","contamination_status",0
"2672","G18754303","percentage_contamination",0
"2673","G18754303","contigs",47
"2674","G18754303","N50",488740
"2675","G18754303","total_length",7230388
"2676","G18754304","contamination_status",0
"2677","G18754304","percentage_contamination",0
"2678","G18754304","contigs",36
"2679","G18754304","N50",353493
"2680","G18754304","total_length",6794490
"2681","G18754305","contamination_status",0
"2682","G18754305","percentage_contamination",0
"2683","G18754305","contigs",30
"2684","G18754305","N50",442942
"2685","G18754305","total_length",6509971
"2686","G18754306","contamination_status",0
"2687","G18754306","percentage_contamination",0
"2688","G18754306","contigs",49
"2689","G18754306","N50",697245
"2690","G18754306","total_length",6967530
"2691","G18754307","contamination_status",0
"2692","G18754307","percentage_contamination",0
"2693","G18754307","contigs",68
"2694","G18754307","N50",296170
"2695","G18754307","total_length",7347716
"2696","G18754308","contamination_status",0
"2697","G18754308","percentage_contamination",0
"2698","G18754308","contigs",35
"2699","G18754308","N50",430284
"2700","G18754308","total_length",6964323
"2701","G18754309","contamination_status",0
"2702","G18754309","percentage_contamination",0
"2703","G18754309","contigs",95
"2704","G18754309","N50",286771
"2705","G18754309","total_length",7342883
"2706","G18754310","contamination_status",0
"2707","G18754310","percentage_contamination",0
"2708","G18754310","contigs",70
"2709","G18754310","N50",290174
"2710","G18754310","total_length",6835260
"2711","G18754311","contamination_status",0
"2712","G18754311","percentage_contamination",0
"2713","G18754311","contigs",40
"2714","G18754311","N50",582121
"2715","G18754311","total_length",7113364
"2716","G18754312","contamination_status",0
"2717","G18754312","percentage_contamination",0
"2718","G18754312","contigs",44
"2719","G18754312","N50",363205
"2720","G18754312","total_length",7107337
"2721","G18754313","contamination_status",0
"2722","G18754313","percentage_contamination",0
"2723","G18754313","contigs",51
"2724","G18754313","N50",373848
"2725","G18754313","total_length",7447046
"2726","G18754314","contamination_status",0
"2727","G18754314","percentage_contamination",0
"2728","G18754314","contigs",43
"2729","G18754314","N50",440658
"2730","G18754314","total_length",7105586
"2731","G18754315","contamination_status",0
"2732","G18754315","percentage_contamination",0
"2733","G18754315","contigs",18
"2734","G18754315","N50",719676
"2735","G18754315","total_length",6328366
"2736","G18754316","contamination_status",0
"2737","G18754316","percentage_contamination",0
"2738","G18754316","contigs",49
"2739","G18754316","N50",319828
"2740","G18754316","total_length",7178721
"2741","G18754317","contamination_status",0
"2742","G18754317","percentage_contamination",0
"2743","G18754317","contigs",45
"2744","G18754317","N50",350023
"2745","G18754317","total_length",6540907
"2746","G18754318","contamination_status",0
"2747","G18754318","percentage_contamination",0
"2748","G18754318","contigs",64
"2749","G18754318","N50",278869
"2750","G18754318","total_length",7050960
"2751","G18754319","contamination_status",0
"2752","G18754319","percentage_contamination",0
"2753","G18754319","contigs",68
"2754","G18754319","N50",298818
"2755","G18754319","total_length",7007139
"2756","G18754320","contamination_status",0
"2757","G18754320","percentage_contamination",0
"2758","G18754320","contigs",75
"2759","G18754320","N50",235791
"2760","G18754320","total_length",7046315
"2761","G18754321","contamination_status",0
"2762","G18754321","percentage_contamination",0
"2763","G18754321","contigs",49
"2764","G18754321","N50",352842
"2765","G18754321","total_length",6743275
"2766","G18754322","contamination_status",0
"2767","G18754322","percentage_contamination",0
"2768","G18754322","contigs",55
"2769","G18754322","N50",272771
"2770","G18754322","total_length",6767710
"2771","G18754323","contamination_status",0
"2772","G18754323","percentage_contamination",0
"2773","G18754323","contigs",64
"2774","G18754323","N50",292500
"2775","G18754323","total_length",7111273
"2776","G18754324","contamination_status",0
"2777","G18754324","percentage_contamination",0
"2778","G18754324","contigs",41
"2779","G18754324","N50",494626
"2780","G18754324","total_length",6491918
"2781","G18754325","contamination_status",0
"2782","G18754325","percentage_contamination",0
"2783","G18754325","contigs",73
"2784","G18754325","N50",294605
"2785","G18754325","total_length",6951450
"2786","G18754327","contamination_status",0
"2787","G18754327","percentage_contamination",0
"2788","G18754327","contigs",50
"2789","G18754327","N50",373937
"2790","G18754327","total_length",7219376
"2791","G18754329","contamination_status",0
"2792","G18754329","percentage_contamination",0
"2793","G18754329","contigs",73
"2794","G18754329","N50",245417
"2795","G18754329","total_length",6863379
"2796","G18754330","contamination_status",0
"2797","G18754330","percentage_contamination",0
"2798","G18754330","contigs",80
"2799","G18754330","N50",239408
"2800","G18754330","total_length",6857779
"2801","G18754331","contamination_status",0
"2802","G18754331","percentage_contamination",0
"2803","G18754331","contigs",64
"2804","G18754331","N50",252615
"2805","G18754331","total_length",6810455
"2806","G18754332","contamination_status",0
"2807","G18754332","percentage_contamination",0
"2808","G18754332","contigs",75
"2809","G18754332","N50",262108
"2810","G18754332","total_length",6696128
"2811","G18754333","contamination_status",0
"2812","G18754333","percentage_contamination",0
"2813","G18754333","contigs",67
"2814","G18754333","N50",490141
"2815","G18754333","total_length",6919250
"2816","G18754334","contamination_status",0
"2817","G18754334","percentage_contamination",0
"2818","G18754334","contigs",51
"2819","G18754334","N50",496472
"2820","G18754334","total_length",6896618
"2821","G18754335","contamination_status",0
"2822","G18754335","percentage_contamination",0
"2823","G18754335","contigs",76
"2824","G18754335","N50",333412
"2825","G18754335","total_length",6866010
"2826","G18754336","contamination_status",0
"2827","G18754336","percentage_contamination",0
"2828","G18754336","contigs",75
"2829","G18754336","N50",245365
"2830","G18754336","total_length",6780528
"2831","G18754337","contamination_status",0
"2832","G18754337","percentage_contamination",0
"2833","G18754337","contigs",64
"2834","G18754337","N50",283048
"2835","G18754337","total_length",6922163
"2836","G18754338","contamination_status",1
"2837","G18754338","percentage_contamination",0
"2838","G18754338","contigs",146
"2839","G18754338","N50",406657
"2840","G18754338","total_length",6640501
"2841","G18754339","contamination_status",0
"2842","G18754339","percentage_contamination",0
"2843","G18754339","contigs",60
"2844","G18754339","N50",324142
"2845","G18754339","total_length",6905856
"2846","G18754340","contamination_status",0
"2847","G18754340","percentage_contamination",0
"2848","G18754340","contigs",62
"2849","G18754340","N50",275891
"2850","G18754340","total_length",6852100
"2851","G18754341","contamination_status",0
"2852","G18754341","percentage_contamination",0
"2853","G18754341","contigs",49
"2854","G18754341","N50",364179
"2855","G18754341","total_length",6763082
"2856","G18754342","contamination_status",0
"2857","G18754342","percentage_contamination",0
"2858","G18754342","contigs",66
"2859","G18754342","N50",209424
"2860","G18754342","total_length",6913761
"2861","G18754343","contamination_status",0
"2862","G18754343","percentage_contamination",0
"2863","G18754343","contigs",49
"2864","G18754343","N50",394607
"2865","G18754343","total_length",7095632
"2866","G18754344","contamination_status",0
"2867","G18754344","percentage_contamination",0
"2868","G18754344","contigs",21
"2869","G18754344","N50",769807
"2870","G18754344","total_length",6482933
"2871","G18754346","contamination_status",0
"2872","G18754346","percentage_contamination",0
"2873","G18754346","contigs",69
"2874","G18754346","N50",272072
"2875","G18754346","total_length",7293584
"2876","G18754347","contamination_status",0
"2877","G18754347","percentage_contamination",0
"2878","G18754347","contigs",55
"2879","G18754347","N50",394989
"2880","G18754347","total_length",6654623
"2881","G18754348","contamination_status",0
"2882","G18754348","percentage_contamination",0
"2883","G18754348","contigs",44
"2884","G18754348","N50",481794
"2885","G18754348","total_length",6731396
"2886","G18754349","contamination_status",0
"2887","G18754349","percentage_contamination",0
"2888","G18754349","contigs",50
"2889","G18754349","N50",399420
"2890","G18754349","total_length",6660714
"2891","G18760003","contamination_status",0
"2892","G18760003","percentage_contamination",0
"2893","G18760003","contigs",27
"2894","G18760003","N50",406476
"2895","G18760003","total_length",6442402
"2896","G18760012","contamination_status",0
"2897","G18760012","percentage_contamination",0
"2898","G18760012","contigs",71
"2899","G18760012","N50",340221
"2900","G18760012","total_length",6881495
"2901","G18760013","contamination_status",0
"2902","G18760013","percentage_contamination",0
"2903","G18760013","contigs",32
"2904","G18760013","N50",356682
"2905","G18760013","total_length",6431682
"2906","G18760045","contamination_status",0
"2907","G18760045","percentage_contamination",0
"2908","G18760045","contigs",45
"2909","G18760045","N50",393974
"2910","G18760045","total_length",6382016
"2911","G18760047","contamination_status",0
"2912","G18760047","percentage_contamination",0
"2913","G18760047","contigs",42
"2914","G18760047","N50",418675
"2915","G18760047","total_length",6503580
"2916","G18760055","contamination_status",0
"2917","G18760055","percentage_contamination",0
"2918","G18760055","contigs",67
"2919","G18760055","N50",259809
"2920","G18760055","total_length",6959718
"2921","G18760067","contamination_status",0
"2922","G18760067","percentage_contamination",0
"2923","G18760067","contigs",34
"2924","G18760067","N50",725441
"2925","G18760067","total_length",6397382
"2926","G18760068","contamination_status",0
"2927","G18760068","percentage_contamination",0
"2928","G18760068","contigs",57
"2929","G18760068","N50",307417
"2930","G18760068","total_length",6941230
"2931","G18760069","contamination_status",0
"2932","G18760069","percentage_contamination",0
"2933","G18760069","contigs",63
"2934","G18760069","N50",315949
"2935","G18760069","total_length",6850311
"2936","G18760070","contamination_status",0
"2937","G18760070","percentage_contamination",0
"2938","G18760070","contigs",73
"2939","G18760070","N50",267954
"2940","G18760070","total_length",6781361
"2941","G18760076","contamination_status",0
"2942","G18760076","percentage_contamination",0
"2943","G18760076","contigs",47
"2944","G18760076","N50",385143
"2945","G18760076","total_length",7198416
"2946","G18760088","contamination_status",0
"2947","G18760088","percentage_contamination",0
"2948","G18760088","contigs",37
"2949","G18760088","N50",478016
"2950","G18760088","total_length",6319684
"2951","G18760093","contamination_status",0
"2952","G18760093","percentage_contamination",0
"2953","G18760093","contigs",43
"2954","G18760093","N50",407604
"2955","G18760093","total_length",6240613
"2956","G18760094","contamination_status",0
"2957","G18760094","percentage_contamination",0
"2958","G18760094","contigs",34
"2959","G18760094","N50",771951
"2960","G18760094","total_length",6247549
"2961","G18760141","contamination_status",0
"2962","G18760141","percentage_contamination",0
"2963","G18760141","contigs",52
"2964","G18760141","N50",290538
"2965","G18760141","total_length",6945688
"2966","G18760142","contamination_status",0
"2967","G18760142","percentage_contamination",0
"2968","G18760142","contigs",58
"2969","G18760142","N50",335617
"2970","G18760142","total_length",6935994
"2971","G18760143","contamination_status",0
"2972","G18760143","percentage_contamination",0
"2973","G18760143","contigs",59
"2974","G18760143","N50",290823
"2975","G18760143","total_length",6928573
"2976","G18760144","contamination_status",0
"2977","G18760144","percentage_contamination",0
"2978","G18760144","contigs",59
"2979","G18760144","N50",307417
"2980","G18760144","total_length",6938396
"2981","G18760165","contamination_status",0
"2982","G18760165","percentage_contamination",0
"2983","G18760165","contigs",67
"2984","G18760165","N50",286393
"2985","G18760165","total_length",6785459
"2986","G18760166","contamination_status",0
"2987","G18760166","percentage_contamination",0
"2988","G18760166","contigs",70
"2989","G18760166","N50",251685
"2990","G18760166","total_length",6789338
"2991","G18760173","contamination_status",0
"2992","G18760173","percentage_contamination",0
"2993","G18760173","contigs",64
"2994","G18760173","N50",323871
"2995","G18760173","total_length",6810035
"2996","G18760182","contamination_status",0
"2997","G18760182","percentage_contamination",0
"2998","G18760182","contigs",51
"2999","G18760182","N50",385806
"3000","G18760182","total_length",7076684
"3001","G18760183","contamination_status",0
"3002","G18760183","percentage_contamination",0
"3003","G18760183","contigs",68
"3004","G18760183","N50",255235
"3005","G18760183","total_length",7166798
"3006","G18760188","contamination_status",0
"3007","G18760188","percentage_contamination",0
"3008","G18760188","contigs",67
"3009","G18760188","N50",282180
"3010","G18760188","total_length",7174062
"3011","G18760189","contamination_status",0
"3012","G18760189","percentage_contamination",0
"3013","G18760189","contigs",66
"3014","G18760189","N50",324237
"3015","G18760189","total_length",6841894
"3016","G18760190","contamination_status",0
"3017","G18760190","percentage_contamination",0
"3018","G18760190","contigs",56
"3019","G18760190","N50",329422
"3020","G18760190","total_length",7141316
"3021","G18760202","contamination_status",0
"3022","G18760202","percentage_contamination",0
"3023","G18760202","contigs",58
"3024","G18760202","N50",364359
"3025","G18760202","total_length",7127528
"3026","G18760214","contamination_status",0
"3027","G18760214","percentage_contamination",0
"3028","G18760214","contigs",56
"3029","G18760214","N50",325027
"3030","G18760214","total_length",7129255
"3031","G18760215","contamination_status",0
"3032","G18760215","percentage_contamination",0
"3033","G18760215","contigs",62
"3034","G18760215","N50",351060
"3035","G18760215","total_length",7138055
"3036","G18760216","contamination_status",0
"3037","G18760216","percentage_contamination",0
"3038","G18760216","contigs",36
"3039","G18760216","N50",551795
"3040","G18760216","total_length",6812888
"3041","G18760228","contamination_status",0
"3042","G18760228","percentage_contamination",0
"3043","G18760228","contigs",44
"3044","G18760228","N50",324096
"3045","G18760228","total_length",6814083
"3046","G18760229","contamination_status",0
"3047","G18760229","percentage_contamination",0
"3048","G18760229","contigs",48
"3049","G18760229","N50",389511
"3050","G18760229","total_length",6778833
"3051","G18760230","contamination_status",0
"3052","G18760230","percentage_contamination",0
"3053","G18760230","contigs",71
"3054","G18760230","N50",303546
"3055","G18760230","total_length",6972514
"3056","G18760231","contamination_status",0
"3057","G18760231","percentage_contamination",0
"3058","G18760231","contigs",68
"3059","G18760231","N50",250170
"3060","G18760231","total_length",6740069
"3061","G18760235","contamination_status",1
"3062","G18760235","percentage_contamination",19.52
"3063","G18760235","contigs",1854
"3064","G18760235","N50",10029
"3065","G18760235","total_length",10668287
"3066","G18760259","contamination_status",1
"3067","G18760259","percentage_contamination",15.09
"3068","G18760259","contigs",301
"3069","G18760259","N50",262864
"3070","G18760259","total_length",7168708
"3071","G18760260","contamination_status",0
"3072","G18760260","percentage_contamination",0
"3073","G18760260","contigs",59
"3074","G18760260","N50",330451
"3075","G18760260","total_length",6931812
"3076","G18760309","contamination_status",0
"3077","G18760309","percentage_contamination",0
"3078","G18760309","contigs",51
"3079","G18760309","N50",517788
"3080","G18760309","total_length",6842451
"3081","G18760314","contamination_status",0
"3082","G18760314","percentage_contamination",0
"3083","G18760314","contigs",48
"3084","G18760314","N50",313626
"3085","G18760314","total_length",6942794
"3086","G18760328","contamination_status",0
"3087","G18760328","percentage_contamination",0
"3088","G18760328","contigs",53
"3089","G18760328","N50",290099
"3090","G18760328","total_length",6929990
"3091","G18760345","contamination_status",0
"3092","G18760345","percentage_contamination",0
"3093","G18760345","contigs",34
"3094","G18760345","N50",393898
"3095","G18760345","total_length",6441204
"3096","G18760356","contamination_status",0
"3097","G18760356","percentage_contamination",0
"3098","G18760356","contigs",33
"3099","G18760356","N50",425246
"3100","G18760356","total_length",6323727
"3101","G18760364","contamination_status",0
"3102","G18760364","percentage_contamination",0
"3103","G18760364","contigs",70
"3104","G18760364","N50",238633
"3105","G18760364","total_length",7438666
"3106","G18760365","contamination_status",1
"3107","G18760365","percentage_contamination",0
"3108","G18760365","contigs",425
"3109","G18760365","N50",57786
"3110","G18760365","total_length",9760443
"3111","G18760366","contamination_status",0
"3112","G18760366","percentage_contamination",0
"3113","G18760366","contigs",95
"3114","G18760366","N50",158267
"3115","G18760366","total_length",6919233
"3116","G18760367","contamination_status",0
"3117","G18760367","percentage_contamination",0
"3118","G18760367","contigs",84
"3119","G18760367","N50",171094
"3120","G18760367","total_length",6640915
"3121","G18760368","contamination_status",0
"3122","G18760368","percentage_contamination",0
"3123","G18760368","contigs",81
"3124","G18760368","N50",171095
"3125","G18760368","total_length",6641836
"3126","G18760447","contamination_status",0
"3127","G18760447","percentage_contamination",0
"3128","G18760447","contigs",37
"3129","G18760447","N50",537066
"3130","G18760447","total_length",6553010
"3131","G18760474","contamination_status",0
"3132","G18760474","percentage_contamination",0
"3133","G18760474","contigs",34
"3134","G18760474","N50",307123
"3135","G18760474","total_length",6460049
"3136","G18760486","contamination_status",0
"3137","G18760486","percentage_contamination",0
"3138","G18760486","contigs",54
"3139","G18760486","N50",294922
"3140","G18760486","total_length",7325055
"3141","G18760522","contamination_status",0
"3142","G18760522","percentage_contamination",0
"3143","G18760522","contigs",70
"3144","G18760522","N50",257913
"3145","G18760522","total_length",7327492
"3146","G18760549","contamination_status",0
"3147","G18760549","percentage_contamination",0
"3148","G18760549","contigs",55
"3149","G18760549","N50",272654
"3150","G18760549","total_length",6409293
"3151","G18760550","contamination_status",0
"3152","G18760550","percentage_contamination",0
"3153","G18760550","contigs",64
"3154","G18760550","N50",261917
"3155","G18760550","total_length",6419441
"3156","G18760551","contamination_status",0
"3157","G18760551","percentage_contamination",0
"3158","G18760551","contigs",48
"3159","G18760551","N50",304760
"3160","G18760551","total_length",6410374
"3161","G18760552","contamination_status",0
"3162","G18760552","percentage_contamination",0
"3163","G18760552","contigs",55
"3164","G18760552","N50",272988
"3165","G18760552","total_length",6320038
"3166","G18760553","contamination_status",0
"3167","G18760553","percentage_contamination",0
"3168","G18760553","contigs",62
"3169","G18760553","N50",374298
"3170","G18760553","total_length",6629392
"3171","G18760564","contamination_status",0
"3172","G18760564","percentage_contamination",0
"3173","G18760564","contigs",55
"3174","G18760564","N50",272654
"3175","G18760564","total_length",6363205
"3176","G18760565","contamination_status",0
"3177","G18760565","percentage_contamination",0
"3178","G18760565","contigs",62
"3179","G18760565","N50",287069
"3180","G18760565","total_length",6826069
"3181","G18760566","contamination_status",0
"3182","G18760566","percentage_contamination",0
"3183","G18760566","contigs",80
"3184","G18760566","N50",274711
"3185","G18760566","total_length",7516745
"3186","G18760579","contamination_status",0
"3187","G18760579","percentage_contamination",0
"3188","G18760579","contigs",46
"3189","G18760579","N50",353500
"3190","G18760579","total_length",6302702
"3191","G18760584","contamination_status",0
"3192","G18760584","percentage_contamination",0
"3193","G18760584","contigs",56
"3194","G18760584","N50",415137
"3195","G18760584","total_length",6913390
"3196","G18760606","contamination_status",0
"3197","G18760606","percentage_contamination",0
"3198","G18760606","contigs",31
"3199","G18760606","N50",627199
"3200","G18760606","total_length",6504568
"3201","G18760632","contamination_status",0
"3202","G18760632","percentage_contamination",0
"3203","G18760632","contigs",49
"3204","G18760632","N50",425379
"3205","G18760632","total_length",6625706
"3206","G18760633","contamination_status",0
"3207","G18760633","percentage_contamination",0
"3208","G18760633","contigs",45
"3209","G18760633","N50",395577
"3210","G18760633","total_length",6622824
"3211","G18760639","contamination_status",0
"3212","G18760639","percentage_contamination",0
"3213","G18760639","contigs",54
"3214","G18760639","N50",454195
"3215","G18760639","total_length",6458231
"3216","G18760762","contamination_status",0
"3217","G18760762","percentage_contamination",0
"3218","G18760762","contigs",37
"3219","G18760762","N50",369943
"3220","G18760762","total_length",6516658
"3221","G18760839","contamination_status",0
"3222","G18760839","percentage_contamination",0
"3223","G18760839","contigs",47
"3224","G18760839","N50",384963
"3225","G18760839","total_length",6906490
"3226","G18760852","contamination_status",0
"3227","G18760852","percentage_contamination",0
"3228","G18760852","contigs",60
"3229","G18760852","N50",311514
"3230","G18760852","total_length",6768292
"3231","G18760853","contamination_status",0
"3232","G18760853","percentage_contamination",0
"3233","G18760853","contigs",51
"3234","G18760853","N50",279609
"3235","G18760853","total_length",6759472
"3236","G18760857","contamination_status",0
"3237","G18760857","percentage_contamination",0
"3238","G18760857","contigs",28
"3239","G18760857","N50",841012
"3240","G18760857","total_length",6737207
"3241","G18760858","contamination_status",0
"3242","G18760858","percentage_contamination",0
"3243","G18760858","contigs",86
"3244","G18760858","N50",217815
"3245","G18760858","total_length",7222314
"3246","G18760890","contamination_status",0
"3247","G18760890","percentage_contamination",0
"3248","G18760890","contigs",36
"3249","G18760890","N50",395656
"3250","G18760890","total_length",6540996
"3251","G18760891","contamination_status",0
"3252","G18760891","percentage_contamination",0
"3253","G18760891","contigs",38
"3254","G18760891","N50",381259
"3255","G18760891","total_length",6541478
"3256","G18760902","contamination_status",0
"3257","G18760902","percentage_contamination",0
"3258","G18760902","contigs",20
"3259","G18760902","N50",702879
"3260","G18760902","total_length",6435324
"3261","G18760915","contamination_status",0
"3262","G18760915","percentage_contamination",0
"3263","G18760915","contigs",114
"3264","G18760915","N50",221969
"3265","G18760915","total_length",6949751
"3266","G18760921","contamination_status",0
"3267","G18760921","percentage_contamination",0
"3268","G18760921","contigs",73
"3269","G18760921","N50",226643
"3270","G18760921","total_length",7038209
"3271","G18760972","contamination_status",0
"3272","G18760972","percentage_contamination",0
"3273","G18760972","contigs",71
"3274","G18760972","N50",235421
"3275","G18760972","total_length",7036771
"3276","G18760994","contamination_status",0
"3277","G18760994","percentage_contamination",0
"3278","G18760994","contigs",32
"3279","G18760994","N50",482687
"3280","G18760994","total_length",6464616
"3281","G18761032","contamination_status",0
"3282","G18761032","percentage_contamination",0
"3283","G18761032","contigs",35
"3284","G18761032","N50",422625
"3285","G18761032","total_length",6543616
"3286","G18761111","contamination_status",0
"3287","G18761111","percentage_contamination",0
"3288","G18761111","contigs",50
"3289","G18761111","N50",320048
"3290","G18761111","total_length",7054369
"3291","G18761126","contamination_status",0
"3292","G18761126","percentage_contamination",0
"3293","G18761126","contigs",38
"3294","G18761126","N50",348283
"3295","G18761126","total_length",6590389
"3296","G18761127","contamination_status",0
"3297","G18761127","percentage_contamination",0
"3298","G18761127","contigs",65
"3299","G18761127","N50",312297
"3300","G18761127","total_length",7046191
"3301","G18761148","contamination_status",0
"3302","G18761148","percentage_contamination",0
"3303","G18761148","contigs",60
"3304","G18761148","N50",295287
"3305","G18761148","total_length",6944111
"3306","G18761161","contamination_status",0
"3307","G18761161","percentage_contamination",0
"3308","G18761161","contigs",22
"3309","G18761161","N50",786728
"3310","G18761161","total_length",6331061
"3311","G18761162","contamination_status",0
"3312","G18761162","percentage_contamination",0
"3313","G18761162","contigs",35
"3314","G18761162","N50",477212
"3315","G18761162","total_length",6302038
"3316","G18761163","contamination_status",0
"3317","G18761163","percentage_contamination",0
"3318","G18761163","contigs",55
"3319","G18761163","N50",290328
"3320","G18761163","total_length",6943000
"3321","G18761164","contamination_status",0
"3322","G18761164","percentage_contamination",0
"3323","G18761164","contigs",38
"3324","G18761164","N50",433300
"3325","G18761164","total_length",6336570
"3326","G18761193","contamination_status",0
"3327","G18761193","percentage_contamination",0
"3328","G18761193","contigs",62
"3329","G18761193","N50",376863
"3330","G18761193","total_length",7021842
"3331","G18761196","contamination_status",0
"3332","G18761196","percentage_contamination",0
"3333","G18761196","contigs",36
"3334","G18761196","N50",416961
"3335","G18761196","total_length",6592472
"3336","G18761197","contamination_status",0
"3337","G18761197","percentage_contamination",0
"3338","G18761197","contigs",55
"3339","G18761197","N50",312297
"3340","G18761197","total_length",6630215
"3341","G18761198","contamination_status",0
"3342","G18761198","percentage_contamination",0
"3343","G18761198","contigs",36
"3344","G18761198","N50",414511
"3345","G18761198","total_length",6590032
"3346","G18761199","contamination_status",0
"3347","G18761199","percentage_contamination",0
"3348","G18761199","contigs",40
"3349","G18761199","N50",390090
"3350","G18761199","total_length",6588692
"3351","G18761218","contamination_status",1
"3352","G18761218","percentage_contamination",0
"3353","G18761218","contigs",169
"3354","G18761218","N50",169244
"3355","G18761218","total_length",12309460
"3356","G18761277","contamination_status",0
"3357","G18761277","percentage_contamination",0
"3358","G18761277","contigs",66
"3359","G18761277","N50",311848
"3360","G18761277","total_length",6815070
"3361","G18761433","contamination_status",0
"3362","G18761433","percentage_contamination",0
"3363","G18761433","contigs",83
"3364","G18761433","N50",226911
"3365","G18761433","total_length",7021666
"3366","G18761486","contamination_status",0
"3367","G18761486","percentage_contamination",0
"3368","G18761486","contigs",69
"3369","G18761486","N50",283048
"3370","G18761486","total_length",6915795
"3371","G18761499","contamination_status",0
"3372","G18761499","percentage_contamination",0
"3373","G18761499","contigs",116
"3374","G18761499","N50",159022
"3375","G18761499","total_length",7389994
"3376","G18761503","contamination_status",0
"3377","G18761503","percentage_contamination",0
"3378","G18761503","contigs",70
"3379","G18761503","N50",323945
"3380","G18761503","total_length",7264143
"3381","G18761504","contamination_status",0
"3382","G18761504","percentage_contamination",0
"3383","G18761504","contigs",128
"3384","G18761504","N50",196958
"3385","G18761504","total_length",6844488
"3386","G18761546","contamination_status",0
"3387","G18761546","percentage_contamination",0
"3388","G18761546","contigs",69
"3389","G18761546","N50",233209
"3390","G18761546","total_length",6837901
"3391","G18761568","contamination_status",0
"3392","G18761568","percentage_contamination",0
"3393","G18761568","contigs",45
"3394","G18761568","N50",310554
"3395","G18761568","total_length",6575826
"3396","G18761646","contamination_status",0
"3397","G18761646","percentage_contamination",0
"3398","G18761646","contigs",57
"3399","G18761646","N50",323841
"3400","G18761646","total_length",6657268
"3401","G18761647","contamination_status",0
"3402","G18761647","percentage_contamination",0
"3403","G18761647","contigs",33
"3404","G18761647","N50",804560
"3405","G18761647","total_length",6507904
"3406","G18761648","contamination_status",0
"3407","G18761648","percentage_contamination",0
"3408","G18761648","contigs",43
"3409","G18761648","N50",449670
